lambda_nm,Re_eps_eff_I0e+00,Im_eps_eff_I0e+00,status_I0e+00,Re_eps_eff_I1e+06,Im_eps_eff_I1e+06,status_I1e+06,Re_eps_eff_I5e+06,Im_eps_eff_I5e+06,status_I5e+06,Re_eps_eff_I2e+07,Im_eps_eff_I2e+07,status_I2e+07
654.0,5.9507733238525935,-0.3214013867606848,ok,5.9505584898966255,-0.32255154249493456,ok,5.949684147011736,-0.3271497645433603,ok,5.946192337573727,-0.3443540921057206,ok
656.0,5.914107267082051,-0.30300546309931314,ok,5.913923326245788,-0.30406743999013797,ok,5.913174482249105,-0.3083136413162708,ok,5.910180468391313,-0.3242086375695519,ok
658.0,5.878785069207511,-0.28584770954450345,ok,5.878627721777714,-0.2868295058737594,ok,5.877986909800113,-0.2907555227591432,ok,5.875421449747466,-0.3054581813465377,ok
660.0,5.844325158020549,-0.2708783197261706,ok,5.8441896134146285,-0.27178646885518404,ok,5.843637454942157,-0.2754182833179041,ok,5.841424864014459,-0.2890237558580875,ok
662.0,5.809961810785242,-0.2599100062058491,ok,5.8098420649295885,-0.26074941195540235,ok,5.809354374157149,-0.26410647679758376,ok,5.807401599059076,-0.2766853001897704,ok
664.0,5.776954623841226,-0.24960311510984523,ok,5.776848686258059,-0.2503801097108468,ok,5.776417320546337,-0.2534877040891806,ok,5.77469127182523,-0.26513387722923754,ok
666.0,5.745226816633107,-0.23990560977113914,ok,5.745132972312177,-0.24062584404364382,ok,5.744750919028071,-0.2435065321205192,ok,5.743223140081366,-0.25430404222214026,ok
668.0,5.714707137880902,-0.2307704481288678,ok,5.714623905529437,-0.23143897475102324,ok,5.714285110302994,-0.23411293645909456,ok,5.712931067267251,-0.24413696271307309,ok
670.0,5.685329393039684,-0.22215502156780279,ok,5.685255490212638,-0.22277636702953998,ok,5.684954713571987,-0.22526168409303224,ok,5.683753203426259,-0.23457964175819246,ok
672.0,5.657032017366265,-0.21402066550714782,ok,5.656966331253356,-0.21459889243066935,ok,5.656699028579256,-0.21691179625118256,ok,5.655631684265807,-0.22558424404364988,ok
674.0,5.62975768983912,-0.20633223151079186,ok,5.629699252718294,-0.20687099275002174,ok,5.629461473425551,-0.2090260797141777,ok,5.628512348853245,-0.21710750988546687,ok
676.0,5.603452983684028,-0.19905771229145608,ok,5.60340095223676,-0.19956029799892921,ok,5.6031892548592905,-0.20157071689227885,ok,5.6023444758910586,-0.20911024445968399,ok
678.0,5.578068049714707,-0.19216791231000463,ok,5.578021687547277,-0.19263729097384286,ok,5.577833068019097,-0.19451490645853148,ok,5.57708053813185,-0.2015568715857185,ok
680.0,5.553556329107937,-0.18563615777800202,ok,5.553514991942233,-0.1860750120768768,ok,5.553346822860795,-0.1878305475839371,ok,5.55267597424152,-0.19441504303131468,ok
682.0,5.529874292599655,-0.17943804079620831,ok,5.529837415693307,-0.1798487989910064,ok,5.52968739474965,-0.18149196187081973,ok,5.529088977262044,-0.18765529568170042,ok
684.0,5.506981203415877,-0.17355119313635992,ok,5.506948290849335,-0.17393605660918846,ok,5.506814396931365,-0.17547564795845358,ok,5.506280298736531,-0.18125075006576993,ok
686.0,5.484838901543746,-0.16795508582443167,ok,5.484809517075196,-0.1683160532849499,ok,5.484689972811444,-0.16976006451135042,ok,5.4842130675193825,-0.17517684469687733,ok
688.0,5.46341160720737,-0.16263085123190638,ok,5.463385366447681,-0.16296974003476775,ok,5.463278606171239,-0.1643254379198978,ok,5.462852622288496,-0.16941110149682923,ok
690.0,5.4426657416431965,-0.1575611248447727,ok,5.442642305345182,-0.15787958979775724,ok,5.442546947630955,-0.15915359156526063,ok,5.442166356794238,-0.16393291825491504,ok
692.0,5.422569763474219,-0.15272990427227387,ok,5.422548831764879,-0.1530294542604731,ok,5.422463655835271,-0.15422779394195588,ok,5.422123576913269,-0.15872338465071917,ok
694.0,5.403094019163758,-0.14812242339052165,ok,5.4030753265764355,-0.1484044360960518,ok,5.402999251987071,-0.14953262330569803,ok,5.402695368618758,-0.15376511885763655,ok
696.0,5.384210606190602,-0.14372503979960968,ok,5.3841939173772815,-0.1439907747574079,ok,5.384125986490529,-0.1450538468320418,ok,5.3838544760277625,-0.14904212215802193,ok
698.0,5.3658932477303365,-0.13952513401477068,ok,5.365878353753552,-0.13977574421194566,ok,5.3658177165867835,-0.1407783125421092,ok,5.365575188738803,-0.14453964935277258,ok
